2011,2729,90.73,9.27
2012,5964,88.63,11.37
2013,9436,79.51,20.49
2014,7346,90.19,9.81
2015,26086,94.53,5.47
2016,56030,96.74,3.26
2017,51392,80.96,19.04
2018,98855,80.82,19.18
2019,88883,80.17,19.83
